version,location,quoted,source,source_value,status,kind,note
v2,§4.4,19.61,closeout RESULTS.json :: A_within_domain [bound_check.aggregate_lower_bound_exact],0.19605654761904762,exact (rounded),number,
v2,§4.4,+51 … +40 … about zero … −1 (+5 with 79 controls),closeout RESULTS.json :: A_within_domain,"""lookup error: float() argument must be a string or a real number, not 'dict'""",record/prose,number,
v2,§4.4,6 control tokens … six items,closeout RESULTS.json :: B_overlap [exact_control_overlaps],6,exact (rounded),number,
v2,§4.4,23.19 (16.25–32.72),closeout RESULTS.json :: B_overlap [sensitivities.S1_control_filtering.estimate],0.23188992683652493,record/prose,number,
v2,§4.4,22.90 (15.92–33.15),closeout RESULTS.json :: B_overlap [sensitivities.S2_clean_subset.estimate],0.22898514987122587,record/prose,number,
v2,§4.2 Table 3,0.00% / 6.46%,closeout RESULTS.json :: C_same_band [passes.0.raw_intended.estimate],0.06458333333333333,record/prose,number,"fit01 0.0000, raw 0.06458"
v2,§4.2 Table 3,4.22% / 12.71%,closeout RESULTS.json :: C_same_band [passes.1.raw_intended.estimate],0.12708333333333333,record/prose,number,
v2,§4.2 Table 3,2.76% / 13.91%,closeout RESULTS.json :: C_same_band [passes.2.raw_intended.estimate],0.1390625,record/prose,number,
v2,§3.1,10.96–26.99,refit_round_2026-09-07/analysis/main_run01/report.json :: P1.tasks.multihop.metrics.intervals[*][*][18],"""lookup error: float() argument must be a string or a real number, not 'dict'""",record/prose,number,"REPORT.md: [0.1096, 0.2699]"
v2,§3.1,−0.86 to 38.29,refit REPORT.md crossed fit/item simultaneous,,record/prose,number,
v2,§3.1,−7.49 to 44.92,refit REPORT.md crossed fit/component simultaneous,,record/prose,number,
v2,§3.1,6.13 (SD 0.21),refit_round_2026-09-07/analysis/main_run01/report.json :: P1.tasks.multihop.metrics[*][17] (id loop4_final_third_mean) [mean],0.0613136664644948,record/prose,number,
v2,§3.1,18.91 own-name minus 0.19 control,refit REPORT.md own/control decomposition,,record/prose,number,
v2,§6,"15.4%, 16.2%, 25.2% / 2.1, 4.3, 10.1 / 0.3, 0.4, 2.1",closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes,"""lookup error: float() argument must be a string or a real number, not 'dict'""",record/prose,number,
v2,§6,+14.6,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [0.local_minus_final.excess_diff],0.14572933440687064,exact (rounded),number,
v2,§6,9.1–20.9,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [0.local_minus_final.concept_cluster_bootstrap_95_descriptive],"[0.09088155370843991, 0.20936431697524552]",exact (rounded),number,
v2,§6,+16.9,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [1.local_minus_final.excess_diff],0.1685486646289251,exact (rounded),number,
v2,§6,11.5–22.8,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [1.local_minus_final.concept_cluster_bootstrap_95_descriptive],"[0.11497637817220568, 0.22823205500497273]",exact (rounded),number,
v2,§6,+23.0,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [2.local_minus_final.excess_diff],0.2300641636470485,exact (rounded),number,
v2,§6,16.0–30.6,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [2.local_minus_final.concept_cluster_bootstrap_95_descriptive],"[0.1601311419097825, 0.3063063558631991]",exact (rounded),number,
v2,§6,+13.0,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [0.local_minus_raw.excess_diff],0.1301014906286979,exact (rounded),number,
v2,§6,8.1–19.0,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [0.local_minus_raw.concept_cluster_bootstrap_95_descriptive],"[0.08098000989991197, 0.19019554867512808]",exact (rounded),number,
v2,§6,+11.3,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [1.local_minus_raw.excess_diff],0.11345785989065753,exact (rounded),number,
v2,§6,6.6–16.6,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [1.local_minus_raw.concept_cluster_bootstrap_95_descriptive],"[0.06601991294180325, 0.16554117145987002]",exact (rounded),number,
v2,§6,+14.9,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [2.local_minus_raw.excess_diff],0.14893851819334697,exact (rounded),number,
v2,§6,7.9–22.4,closeout local_exit/DISCOVERY_POPULATION_FIXED_BAND.json :: passes [2.local_minus_raw.concept_cluster_bootstrap_95_descriptive],"[0.07910663163006994, 0.2244045154003551]",exact (rounded),number,
v2,§6,162 blocks and three pass-boundary normalizations,DISCOVERY_POPULATION_FIXED_BAND.json passes[0].blocks_source_to_final_target_range (155–166 for layers 26–37; layer 30 → 161 blocks),,DISCREPANCY-CHECK,number,layer 30 of pass 1 = virtual 29; blocks to virtual 191 = 191−29 = 162 ✓
v2,§6,11 GB … eight GPU-hours,LOCAL_EXIT_STATUS.md proposal (13 files 11.2 GB; (47+95+143)/191×100×192.3 s ≈ 8.0 h),,record/prose,number,
v2,§2.2,131 of 160 … 13–35 tokens … token 20 … 16293,population.json boundary_checks; SCORING_PATH_REVIEW §1a; EXAMPLES.md,,record/prose,number,
v2,§2.1,seeds 2026090701–05 … 0–3 … RTX 5090,calibration_plan.json; refit LEASE.json gpu_type_id,,record/prose,number,
v2,App. B,2.639,closeout reviewer_checks/RESULTS.json :: family_N1 [max_t_95_quantile],2.6386394248749863,exact (rounded),number,
v1,§2.1,"position controls use ""the same sampled target positions and all 2,048 derivative directions per paragraph""","combined_contract.json controls.positions (one uniform q per paragraph, seed 2026090801)",,imprecise (corrected in v2),number,
v1,§3.1,"""Both positive band estimates had simultaneous intervals containing zero""",refit REPORT.md (56-metric family),,"exact (prose), values added in v2",number,
v1,Abstract,"""change the primary estimate by at most 0.42 points""",verification_2026-09-11/metrics/VERIFICATION_METRICS.json :: paths.regenerated_states_local_gpu.endpoint.changes.primary_excess_difference,0.004193037974683594,exact (rounded),number,
v1,App. A,Huginn coda/training statements cited only to internal [S2],"literature.md → Geiping et al. §3.3, Lu et al. §3.2",,citation added in v2,number,
